Source;Target;Tie_type;Weight
robinwagener;SaraNanni;strong;1
robinwagener;cem_oezdemir;strong;3
robinwagener;fbanaszak;strong;1
robinwagener;nouripour;weak;1
s_schwartze;Achim_P;strong;2
s_schwartze;DirkWieseSPD;strong;1
s_schwartze;FrankSchwabe;strong;1
s_schwartze;OlafScholz;strong;1
s_schwartze;hubertus_heil;strong;1
s_schwartze;larsklingbeil;strong;1
s_schwartze;sebast_hartmann;strong;1
sandra_weeser;DanielaKluckert;strong;1
sandra_weeser;EUTheurer;strong;1
sandra_weeser;JoSteiniger;weak;2
sandra_weeser;b_riexinger;weak;2
sandra_weeser;bstrasser;strong;1
sandra_weeser;jensspahn;weak;1
sandra_weeser;ria_schroeder;strong;1
schahinag;BriHasselmann;strong;1
schneidercar;DietmarBartsch;strong;1
schneidercar;KarambaDiaby;strong;1
schneidercar;LindaTeuteberg;weak;1
schneidercar;MGrosseBroemer;strong;1
schneidercar;c_lindner;strong;1
schneidercar;fbanaszak;weak;1
schneidercar;schneidercar;same person;2
schneidercar;smuellermdb;no tie;1
sebast_hartmann;ArminLaschet;strong;1
sebast_hartmann;DirkWieseSPD;strong;1
sebast_hartmann;EsraLimbacher;strong;1
sebast_hartmann;HeikoMaas;strong;1
sebast_hartmann;JensZSPD;strong;1
sebast_hartmann;KonstantinNotz;weak;1
sebast_hartmann;MiRo_SPD;strong;1
sebast_hartmann;ThomasHitschler;strong;1
sebast_hartmann;UliGroetsch;strong;1
sebast_hartmann;larsklingbeil;strong;1
sebastian_es_;ABaerbockArchiv;weak;1
sebastian_es_;cem_oezdemir;strong;3
sebastian_es_;ekindeligoez;strong;1
sebastian_es_;fbrantner;strong;1
sebastian_es_;katdro;strong;1
smuellermdb;ABaerbockArchiv;weak;1
smuellermdb;IreneMihalic;no tie;1
smuellermdb;KuehniKev;strong;2
smuellermdb;Wissing;no tie;1
smuellermdb;ernst_klaus;no tie;1
smuellermdb;hahnflo;strong;1
smuellermdb;larsklingbeil;no tie;1
smuellermdb;smuellermdb;same person;12
spellerberg_m;ABaerbockArchiv;weak;1
spellerberg_m;PaulaPiechotta;strong;1
spellerberg_m;Ricarda_Lang;weak;1
spellerberg_m;agnieszka_mdb;strong;1
stadler_svenja;DirkWieseSPD;strong;1
stadler_svenja;FrankSchwabe;strong;1
stadler_svenja;KuehniKev;strong;1
stadler_svenja;OlafScholz;strong;1
stadler_svenja;RyglewskiS;strong;1
stadler_svenja;SoenkeRix;strong;1
stadler_svenja;baerbelbas;strong;1
stadler_svenja;helgelindh;strong;1
stadler_svenja;hubertus_heil;strong;1
stadler_svenja;larscastellucci;strong;2
stadler_svenja;larsklingbeil;strong;1
stadler_svenja;sebast_hartmann;strong;1
stadler_svenja;stadler_svenja;same person;1
starkwatzinger;HBraun;weak;1
starkwatzinger;JoSteiniger;strong;1
starkwatzinger;KonstantinKuhle;strong;3
starkwatzinger;OlafScholz;strong;3
starkwatzinger;Otto_Fricke;strong;1
starkwatzinger;Wissing;strong;4
starkwatzinger;b_riexinger;weak;1
starkwatzinger;c_lindner;strong;1
starkwatzinger;christianduerr;strong;3
starkwatzinger;f_schaeffler;strong;1
starkwatzinger;florian_toncar;strong;2
starkwatzinger;johannesvogel;strong;2
starkwatzinger;larsklingbeil;strong;1
starkwatzinger;schneidercar;weak;1
starkwatzinger;starkwatzinger;same person;1
stonie_kiel;HeikoMaas;strong;1
stonie_kiel;Johann_Saathoff;strong;1
stonie_kiel;MuellerChemnitz;strong;1
stonie_kiel;OlafScholz;strong;2
stonie_kiel;baerbelbas;strong;2
stonie_kiel;larscastellucci;strong;1
stuewer;hubertus_heil;no tie;1
stuewer;ninastahr;strong;1
sven_kindler;ABaerbockArchiv;strong;1
sven_kindler;BriHasselmann;strong;1
sven_kindler;MdBKlein;strong;1
sven_kindler;Ricarda_Lang;strong;1
sven_kindler;katdro;strong;1
sven_kindler;smuellermdb;strong;1
sven_kindler;sven_kindler;same person;3
svenlehmann;PaulZiemiak;weak;2
svenlehmann;Ricarda_Lang;strong;1
svenlehmann;svenlehmann;same person;3
th_sattelberger;OlafScholz;weak;2
th_sattelberger;c_lindner;strong;1
th_sattelberger;th_sattelberger;same person;11
th_sattelberger;theliberalfrank;strong;1
theliberalfrank;ria_schroeder;strong;1
thereallenzii;ThomasHitschler;strong;1
thereallenzii;jethoru;strong;1
thomasgebhart;HBraun;weak;1
thorsten_frei;MGrosseBroemer;strong;1
till_steffen;ABaerbockArchiv;strong;2
till_steffen;BriHasselmann;strong;2
till_steffen;KonstantinNotz;strong;2
till_steffen;NielsAnnen;strong;1
till_steffen;OlafScholz;strong;2
till_steffen;RenateKuenast;weak;1
till_steffen;Ricarda_Lang;strong;2
till_steffen;guenterkrings;no tie;1
till_steffen;janoschdahmen;strong;1
till_steffen;till_steffen;same person;11
tj_tweets;hahnflo;strong;1
tj_tweets;jensspahn;strong;1
tj_tweets;tj_tweets;same person;2
tobiaslindner;ABaerbockArchiv;weak;1
tobiaslindner;GydeJ;weak;1
tobiaslindner;HellmichMdB;strong;2
tobiaslindner;KuehniKev;strong;1
tobiaslindner;ManuelaRottman;strong;1
tobiaslindner;MiKellner;strong;1
tobiaslindner;NielsAnnen;strong;1
tobiaslindner;OlafScholz;weak;1
tobiaslindner;Thomas_Bareiss;strong;1
tobiaslindner;fbanaszak;strong;1
tobiaslindner;katdro;strong;1
tobiaslindner;nouripour;strong;1
tobiaslindner;tobiaslindner;same person;3
torstenherbst;alexmuellerfdp;strong;1
torstenherbst;bstrasser;strong;1
torstenherbst;c_lindner;strong;1
torstenherbst;torstenherbst;same person;3
ulle_schauws;ABaerbockArchiv;strong;2
ulle_schauws;EUTheurer;no tie;1
ulle_schauws;Oliver_Krischer;strong;1
ulle_schauws;PaulZiemiak;no tie;1
ulle_schauws;filizgreen;strong;1
ulrichlechte;DanielaKluckert;strong;1
ulrichlechte;GydeJ;strong;1
ulrichlechte;HeikoMaas;weak;4
ulrichlechte;c_lindner;strong;1
ulrichlechte;ulrichlechte;same person;8
ulschzi;Beatrix_vStorch;strong;2
ulschzi;Leif_Erik_Holm;strong;1
ulschzi;OlafScholz;no tie;2
ulschzi;RogerBeckamp;strong;1
ulschzi;Tino_Chrupalla;strong;1
verenahubertz;KuehniKev;strong;1
verenahubertz;ThomasHitschler;strong;1
verenahubertz;hubertus_heil;strong;1
verenahubertz;verenahubertz;same person;4
victorperli;GregorGysi;weak;1
victorperli;MartinaRenner;no tie;1
victorperli;SevimDagdelen;no tie;1
victorperli;andreasscheuer;no tie;1
victorperli;victorperli;same person;45
voglerk;AndrejHunko;strong;1
voglerk;HeikoMaas;weak;1
voglerk;Karl_Lauterbach;weak;3
voglerk;LINKEPELLI;strong;1
voglerk;MartinaRenner;strong;1
voglerk;PaulZiemiak;weak;1
voglerk;Ralf_Stegner;weak;1
voglerk;SWagenknecht;weak;1
voglerk;SusanneHennig;strong;1
voglerk;gitta_connemann;no tie;1
voglerk;jensspahn;weak;2
voglerk;katjakipping;strong;1
voglerk;victorperli;strong;1
voglerk;voglerk;same person;1
wanderwitz;wanderwitz;same person;1
yooHannes;ABaerbockArchiv;weak;1
yooHannes;K_SA;strong;1
yooHannes;Karl_Lauterbach;weak;1
yooHannes;MariaKlSchmeink;strong;1
yooHannes;MiKellner;strong;1
yooHannes;OlafScholz;no tie;1
yooHannes;PaulZiemiak;no tie;3
yooHannes;PaulaPiechotta;strong;1
yooHannes;jamila_anna;weak;2
yooHannes;janoschdahmen;strong;1
yooHannes;smuellermdb;no tie;2
zoe_gruene;RenateKuenast;strong;1
zoe_gruene;cem_oezdemir;strong;1
